record_id,season_end_year,player,squad,comp,primary_position,age,min_playing,position_group,kmeans_cluster,gmm_cluster,hdbscan_cluster,hierarchical_cluster,dbscan_cluster,ensemble_cluster,kmeans_role,gmm_role,hdbscan_role
7675,2022,Henrikh Mkhitaryan,Roma,Serie A,MF,32.0,2495.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
7676,2022,Rui Patrício,Roma,Serie A,GK,33.0,3420.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
7677,2022,Lorenzo Pellegrini,Roma,Serie A,MF,25.0,2289.0,MID,2,0,0,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Crossing
7678,2022,Stephan El Shaarawy,Roma,Serie A,FW,28.0,1055.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
7679,2022,Chris Smalling,Roma,Serie A,DF,31.0,2091.0,DEF,2,1,0,2,-1,2,Defensive Defender/Pressing,Balanced Defender,Defensive Defender
7680,2022,Jordan Veretout,Roma,Serie A,MF,28.0,2319.0,MID,2,0,1,2,-1,2,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
7681,2022,Matías Viña,Roma,Serie A,DF,23.0,1565.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
7682,2022,Nicolò Zaniolo,Roma,Serie A,FW,22.0,1971.0,FWD,0,1,-1,0,-1,0,Crossing Winger,Balanced Forward,Unassigned/Noise
7683,2022,Adil Aouchiche,Saint-Étienne,Ligue 1,MF,19.0,1081.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7684,2022,Paul Bernardoni,Saint-Étienne,Ligue 1,GK,24.0,1710.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
7685,2022,Denis Bouanga,Saint-Étienne,Ligue 1,FW,26.0,2436.0,FWD,0,0,-1,2,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
7686,2022,Ryad Boudebouz,Saint-Étienne,Ligue 1,MF,31.0,2252.0,MID,2,1,1,0,-1,0,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
7687,2022,Mahdi Camara,Saint-Étienne,Ligue 1,MF,23.0,3073.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
7688,2022,Lucas Gourna-Douath,Saint-Étienne,Ligue 1,MF,17.0,1804.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7689,2022,Etienne Green,Saint-Étienne,Ligue 1,GK,21.0,1197.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
7690,2022,Wahbi Khazri,Saint-Étienne,Ligue 1,FW,30.0,2225.0,FWD,0,1,-1,0,-1,0,Crossing Winger,Balanced Forward,Unassigned/Noise
7691,2022,Timothée Kolodziejczak,Saint-Étienne,Ligue 1,DF,29.0,2565.0,DEF,2,0,5,0,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Progressive Fullback/Clinical
7692,2022,Yvann Macon,Saint-Étienne,Ligue 1,DF,22.0,1529.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
7693,2022,Eliaquim Mangala,Saint-Étienne,Ligue 1,DF,30.0,1179.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7694,2022,Harold Moukoudi,Saint-Étienne,Ligue 1,DF,23.0,1661.0,DEF,1,1,1,2,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
7695,2022,Mickael Nade,Saint-Étienne,Ligue 1,DF,22.0,2563.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7696,2022,Yvan Neyou,Saint-Étienne,Ligue 1,MF,24.0,936.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7697,2022,Arnaud Nordin,Saint-Étienne,Ligue 1,FW,23.0,1874.0,FWD,1,1,-1,0,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
7698,2022,Saidou Sow,Saint-Étienne,Ligue 1,DF,19.0,989.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7699,2022,Sada Thioub,Saint-Étienne,Ligue 1,DF,26.0,950.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
7700,2022,Miguel Trauco,Saint-Étienne,Ligue 1,DF,28.0,1112.0,DEF,1,1,3,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
7701,2022,Zaydou Youssouf,Saint-Étienne,Ligue 1,MF,22.0,1553.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7702,2022,Vid Belec,Salernitana,Serie A,GK,31.0,1938.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
7703,2022,Federico Bonazzoli,Salernitana,Serie A,FW,24.0,1866.0,FWD,1,1,-1,0,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
7704,2022,Lassana Coulibaly,Salernitana,Serie A,MF,25.0,2332.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7705,2022,Francesco Di Tacchio,Salernitana,Serie A,MF,31.0,1255.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7706,2022,Éderson,Salernitana,Serie A,MF,22.0,1147.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7707,2022,Federico Fazio,Salernitana,Serie A,DF,34.0,1434.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7708,2022,Riccardo Gagliolo,Salernitana,Serie A,DF,31.0,1138.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7709,2022,Norbert Gyömbér,Salernitana,Serie A,DF,29.0,2563.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7710,2022,Grigoris Kastanos,Salernitana,Serie A,MF,23.0,1348.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7711,2022,Wajdi Kechrida,Salernitana,Serie A,DF,25.0,952.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
7712,2022,Pasquale Mazzocchi,Salernitana,Serie A,DF,26.0,1269.0,DEF,1,1,2,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback
7713,2022,Joel Obi,Salernitana,Serie A,MF,30.0,1143.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7714,2022,Ivan Radovanović,Salernitana,Serie A,DF,32.0,1053.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
7715,2022,Luca Ranieri,Salernitana,Serie A,DF,22.0,2103.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
7716,2022,Franck Ribéry,Salernitana,Serie A,MF,38.0,1421.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7717,2022,Luigi Sepe,Salernitana,Serie A,GK,30.0,1392.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
7718,2022,Stefan Strandberg,Salernitana,Serie A,DF,31.0,933.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7719,2022,Nadir Zortea,Salernitana,Serie A,DF,22.0,1410.0,DEF,1,1,2,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback
7720,2022,Milan Đurić,Salernitana,Serie A,FW,31.0,2165.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
7721,2022,Emil Audero,Sampdoria,Serie A,GK,24.0,2560.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
7722,2022,Tommaso Augello,Sampdoria,Serie A,DF,26.0,2395.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
7723,2022,Bartosz Bereszyński,Sampdoria,Serie A,DF,29.0,2946.0,DEF,0,1,6,1,-1,1,Crossing Fullback,Balanced Defender,Crossing Fullback/Pressing
7724,2022,Antonio Candreva,Sampdoria,Serie A,MF,34.0,3119.0,MID,2,0,0,1,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Crossing
7725,2022,Francesco Caputo,Sampdoria,Serie A,FW,33.0,2790.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
7726,2022,Omar Colley,Sampdoria,Serie A,DF,28.0,2745.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7727,2022,Albin Ekdal,Sampdoria,Serie A,MF,32.0,1637.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7728,2022,Alex Ferrari,Sampdoria,Serie A,DF,27.0,1643.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7729,2022,Manolo Gabbiadini,Sampdoria,Serie A,FW,29.0,1140.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
7730,2022,Nicola Murru,Sampdoria,Serie A,DF,26.0,983.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7731,2022,Fabio Quagliarella,Sampdoria,Serie A,FW,38.0,1664.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
7732,2022,Tomás Rincón,Sampdoria,Serie A,MF,33.0,1166.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7733,2022,Adrien Silva,Sampdoria,Serie A,MF,32.0,1083.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7734,2022,Morten Thorsby,Sampdoria,Serie A,MF,25.0,2943.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7735,2022,Maya Yoshida,Sampdoria,Serie A,DF,32.0,1823.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7736,2022,Kaan Ayhan,Sassuolo,Serie A,DF,26.0,1354.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7737,2022,Domenico Berardi,Sassuolo,Serie A,FW,26.0,2819.0,FWD,0,0,-1,0,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
7738,2022,Vlad Chiricheș,Sassuolo,Serie A,DF,31.0,2300.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7739,2022,Andrea Consigli,Sassuolo,Serie A,GK,34.0,3322.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
7740,2022,Grégoire Defrel,Sassuolo,Serie A,FW,30.0,1362.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
7741,2022,Davide Frattesi,Sassuolo,Serie A,MF,21.0,2854.0,MID,1,1,1,1,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7742,2022,Matheus Henrique,Sassuolo,Serie A,MF,23.0,1078.0,MID,0,0,1,2,-1,0,Balanced Midfielder,Crossing/Attacking Midfielder,Balanced Midfielder
7743,2022,Hamed Junior Traorè,Sassuolo,Serie A,FW,21.0,1775.0,FWD,0,1,2,2,-1,0,Crossing Winger,Balanced Forward,Crossing Winger
7744,2022,Giorgos Kyriakopoulos,Sassuolo,Serie A,DF,25.0,1975.0,DEF,0,2,-1,1,-1,0,Crossing Fullback,Crossing Fullback,Unassigned/Noise
7745,2022,Maxime Lopez,Sassuolo,Serie A,MF,23.0,2938.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
7746,2022,Gian Marco Ferrari,Sassuolo,Serie A,DF,29.0,3124.0,DEF,2,2,0,2,-1,2,Defensive Defender/Pressing,Crossing Fullback,Defensive Defender
7747,2022,Mert Müldür,Sassuolo,Serie A,DF,22.0,2046.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
7748,2022,Giacomo Raspadori,Sassuolo,Serie A,MF,21.0,2740.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
7749,2022,Rogério,Sassuolo,Serie A,DF,23.0,1729.0,DEF,1,2,2,0,-1,0,Balanced Defender,Crossing Fullback,Crossing Fullback
7750,2022,Gianluca Scamacca,Sassuolo,Serie A,FW,22.0,2146.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
7751,2022,Jeremy Toljan,Sassuolo,Serie A,DF,26.0,1399.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
7752,2022,Marcos Acuña,Sevilla,La Liga,DF,29.0,2260.0,DEF,0,2,2,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
7753,2022,Yassine Bounou,Sevilla,La Liga,GK,30.0,2790.0,GK,0,2,0,2,-1,2,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
7754,2022,Diego Carlos,Sevilla,La Liga,DF,28.0,2957.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7755,2022,Jesús Corona,Sevilla,La Liga,FW,28.0,1157.0,FWD,1,1,3,1,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
7756,2022,Thomas Delaney,Sevilla,La Liga,MF,29.0,1549.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7757,2022,Youssef En-Nesyri,Sevilla,La Liga,FW,24.0,1277.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
7758,2022,Fernando,Sevilla,La Liga,MF,34.0,1850.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7759,2022,Papu Gómez,Sevilla,La Liga,FW,33.0,1784.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
7760,2022,Nemanja Gudelj,Sevilla,La Liga,DF,29.0,1046.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7761,2022,Joan Jordán,Sevilla,La Liga,MF,27.0,2514.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7762,2022,Jules Koundé,Sevilla,La Liga,DF,22.0,2736.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7763,2022,Érik Lamela,Sevilla,La Liga,FW,29.0,1015.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
7764,2022,Rafa Mir,Sevilla,La Liga,FW,24.0,1808.0,FWD,2,1,-1,1,-1,1,Clinical Finisher,Balanced Forward,Unassigned/Noise
7765,2022,Gonzalo Montiel,Sevilla,La Liga,DF,24.0,1066.0,DEF,1,1,3,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
7766,2022,Jesús Navas,Sevilla,La Liga,DF,35.0,1786.0,DEF,0,1,-1,1,-1,1,Crossing Fullback,Balanced Defender,Unassigned/Noise
7767,2022,Lucas Ocampos,Sevilla,La Liga,FW,27.0,2125.0,FWD,0,1,-1,2,-1,0,Crossing Winger,Balanced Forward,Unassigned/Noise
7768,2022,Ivan Rakitić,Sevilla,La Liga,MF,33.0,2182.0,MID,2,2,1,0,-1,2,Crossing/Playmaker,Pressing Midfielder/Defensive,Balanced Midfielder
7769,2022,Karim Rekik,Sevilla,La Liga,DF,26.0,1098.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
7770,2022,Óliver Torres,Sevilla,La Liga,MF,26.0,1008.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7771,2022,Che Adams,Southampton,Premier League,FW,25.0,2039.0,FWD,2,1,7,1,-1,1,Clinical Finisher,Balanced Forward,Balanced Forward
7772,2022,Adam Armstrong,Southampton,Premier League,FW,24.0,1413.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
7773,2022,Stuart Armstrong,Southampton,Premier League,MF,29.0,1473.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7774,2022,Jan Bednarek,Southampton,Premier League,DF,25.0,2629.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7775,2022,Armando Broja,Southampton,Premier League,FW,19.0,1975.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
7776,2022,Ibrahima Diallo,Southampton,Premier League,MF,22.0,1023.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7777,2022,Mohamed Elyounoussi,Southampton,Premier League,MF,26.0,2042.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
7778,2022,Fraser Forster,Southampton,Premier League,GK,33.0,1710.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
7779,2022,Valentino Livramento,Southampton,Premier League,DF,18.0,2202.0,DEF,0,0,-1,0,-1,0,Crossing Fullback,Defensive Defender/Pressing,Unassigned/Noise
7780,2022,Lyanco,Southampton,Premier League,DF,24.0,911.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7781,2022,Alex McCarthy,Southampton,Premier League,GK,31.0,1530.0,GK,0,2,0,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
7782,2022,Romain Perraud,Southampton,Premier League,DF,23.0,1623.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
7783,2022,Nathan Redmond,Southampton,Premier League,MF,27.0,1833.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7784,2022,Oriol Romeu,Southampton,Premier League,MF,29.0,2889.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
7785,2022,Mohammed Salisu,Southampton,Premier League,DF,22.0,2972.0,DEF,2,0,0,1,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7786,2022,Kyle Walker-Peters,Southampton,Premier League,DF,24.0,2633.0,DEF,0,2,6,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback/Pressing
7787,2022,James Ward-Prowse,Southampton,Premier League,MF,26.0,3215.0,MID,2,0,1,0,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
7788,2022,Kevin Agudelo,Spezia,Serie A,MF,22.0,1237.0,MID,0,1,1,1,-1,1,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7789,2022,Kelvin Amian,Spezia,Serie A,DF,23.0,2646.0,DEF,2,0,-1,1,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Unassigned/Noise
7790,2022,Simone Bastoni,Spezia,Serie A,MF,24.0,2288.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7791,2022,Martin Erlic,Spezia,Serie A,DF,23.0,2576.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7792,2022,Salvador Ferrer,Spezia,Serie A,DF,23.0,1495.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
7793,2022,Emmanuel Gyasi,Spezia,Serie A,FW,27.0,3035.0,FWD,1,1,-1,2,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
7794,2022,Petko Hristov,Spezia,Serie A,DF,22.0,1248.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
7795,2022,Jakub Kiwior,Spezia,Serie A,MF,21.0,1964.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7796,2022,Viktor Kovalenko,Spezia,Serie A,MF,25.0,1325.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7797,2022,Giulio Maggiore,Spezia,Serie A,MF,23.0,2819.0,MID,1,1,1,1,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7798,2022,Rey Manaj,Spezia,Serie A,FW,24.0,1768.0,FWD,1,1,-1,2,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
7799,2022,Dimitris Nikolaou,Spezia,Serie A,DF,22.0,3240.0,DEF,2,0,1,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Balanced Defender
7800,2022,M'Bala Nzola,Spezia,Serie A,FW,24.0,1068.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
7801,2022,Ivan Provedel,Spezia,Serie A,GK,27.0,2761.0,GK,2,1,1,0,-1,0,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
7802,2022,Arkadiusz Reca,Spezia,Serie A,DF,26.0,1772.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
7803,2022,Daniele Verde,Spezia,Serie A,FW,25.0,1957.0,FWD,0,0,2,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
7804,2022,Jean-Eudes Aholou,Strasbourg,Ligue 1,MF,27.0,1004.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7805,2022,Ludovic Ajorque,Strasbourg,Ligue 1,FW,27.0,2738.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
7806,2022,Jean-Ricner Bellegarde,Strasbourg,Ligue 1,MF,23.0,2332.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7807,2022,Anthony Caci,Strasbourg,Ligue 1,DF,24.0,2395.0,DEF,0,1,-1,1,-1,1,Crossing Fullback,Balanced Defender,Unassigned/Noise
7808,2022,Habib Diallo,Strasbourg,Ligue 1,FW,26.0,1541.0,FWD,2,2,-1,1,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
7809,2022,Alexander Djiku,Strasbourg,Ligue 1,DF,26.0,2694.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7810,2022,Kévin Gameiro,Strasbourg,Ligue 1,FW,34.0,2385.0,FWD,2,2,-1,1,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
7811,2022,Frederic Guilbert,Strasbourg,Ligue 1,DF,26.0,2516.0,DEF,0,2,2,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
7812,2022,Dimitri Liénard,Strasbourg,Ligue 1,DF,33.0,2044.0,DEF,0,2,2,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
7813,2022,Gerzino Nyamsi,Strasbourg,Ligue 1,DF,24.0,2984.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7814,2022,Lucas Perrin,Strasbourg,Ligue 1,DF,22.0,2502.0,DEF,2,0,0,1,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7815,2022,Sanjin Prcić,Strasbourg,Ligue 1,MF,27.0,2186.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7816,2022,Matz Sels,Strasbourg,Ligue 1,GK,29.0,3330.0,GK,0,2,0,2,-1,2,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Shot-Stopper
7817,2022,Ibrahima Sissoko,Strasbourg,Ligue 1,MF,23.0,2303.0,MID,1,1,1,2,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7818,2022,Adrien Thomasson,Strasbourg,Ligue 1,MF,27.0,2389.0,MID,2,2,1,1,-1,2,Crossing/Playmaker,Pressing Midfielder/Defensive,Balanced Midfielder
7819,2022,Waldemar Anton,Stuttgart,Bundesliga,DF,25.0,2595.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7820,2022,Tanguy Coulibaly,Stuttgart,Bundesliga,FW,20.0,1079.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
7821,2022,Wataru Endo,Stuttgart,Bundesliga,MF,28.0,2899.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
7822,2022,Philipp Förster,Stuttgart,Bundesliga,MF,26.0,967.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7823,2022,Chris Führich,Stuttgart,Bundesliga,FW,23.0,1714.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
7824,2022,Hiroki Ito,Stuttgart,Bundesliga,DF,22.0,2348.0,DEF,2,1,0,2,-1,2,Defensive Defender/Pressing,Balanced Defender,Defensive Defender
7825,2022,Sasa Kalajdzic,Stuttgart,Bundesliga,FW,24.0,1221.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
7826,2022,Orel Mangala,Stuttgart,Bundesliga,MF,23.0,1853.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
7827,2022,Omar Marmoush,Stuttgart,Bundesliga,FW,22.0,1571.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
7828,2022,Konstantinos Mavropanos,Stuttgart,Bundesliga,DF,23.0,2705.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
7829,2022,Florian Müller,Stuttgart,Bundesliga,GK,23.0,2700.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
7830,2022,Borna Sosa,Stuttgart,Bundesliga,DF,23.0,2498.0,DEF,0,2,2,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
7831,2022,Tiago Tomás,Stuttgart,Bundesliga,FW,19.0,1075.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
7832,2022,Ola Aina,Torino,Serie A,DF,24.0,1437.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
7833,2022,Andrea Belotti,Torino,Serie A,FW,27.0,1371.0,FWD,2,1,7,1,-1,1,Clinical Finisher,Balanced Forward,Balanced Forward
7834,2022,Etrit Berisha,Torino,Serie A,GK,32.0,900.0,GK,0,2,1,1,-1,0,Shot-Stopper/Pressing,Shot-Stopper/Pressing,Balanced Goalkeeper
7835,2022,Josip Brekalo,Torino,Serie A,MF,23.0,2286.0,MID,2,1,0,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Crossing
