record_id,season_end_year,player,squad,comp,primary_position,age,min_playing,position_group,kmeans_cluster,gmm_cluster,hdbscan_cluster,hierarchical_cluster,dbscan_cluster,ensemble_cluster,kmeans_role,gmm_role,hdbscan_role
3133,2019,Carlos Bacca,Villarreal,La Liga,FW,31.0,1270.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
3134,2019,Santiago Cáseres,Villarreal,La Liga,MF,21.0,1588.0,MID,1,1,1,2,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
3135,2019,Santi Cazorla,Villarreal,La Liga,MF,33.0,2647.0,MID,2,0,1,0,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
3136,2019,Samuel Chukwueze,Villarreal,La Liga,MF,19.0,1706.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
3137,2019,Jaume Costa,Villarreal,La Liga,DF,30.0,1495.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
3138,2019,Pablo Fornals,Villarreal,La Liga,MF,22.0,2479.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
3139,2019,Ramiro Funes Mori,Villarreal,La Liga,DF,27.0,2627.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3140,2019,Mario Gaspar,Villarreal,La Liga,DF,27.0,2599.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
3141,2019,Álvaro González,Villarreal,La Liga,DF,28.0,2964.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3142,2019,Vicente Iborra,Villarreal,La Liga,MF,30.0,1665.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3143,2019,Gerard Moreno,Villarreal,La Liga,FW,26.0,2315.0,FWD,2,2,-1,2,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
3144,2019,Alfonso Pedraza,Villarreal,La Liga,DF,22.0,2095.0,DEF,0,1,-1,1,-1,1,Crossing Fullback,Balanced Defender,Unassigned/Noise
3145,2019,Víctor Ruiz,Villarreal,La Liga,DF,29.0,1975.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3146,2019,Karl Toko Ekambi,Villarreal,La Liga,FW,25.0,2144.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
3147,2019,Manu Trigueros,Villarreal,La Liga,MF,26.0,1547.0,MID,0,1,1,0,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3148,2019,Étienne Capoue,Watford,Premier League,MF,30.0,2944.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
3149,2019,Craig Cathcart,Watford,Premier League,DF,29.0,3096.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3150,2019,Troy Deeney,Watford,Premier League,FW,30.0,2545.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
3151,2019,Gerard Deulofeu,Watford,Premier League,FW,24.0,2066.0,FWD,0,1,-1,2,-1,0,Crossing Winger,Balanced Forward,Unassigned/Noise
3152,2019,Abdoulaye Doucouré,Watford,Premier League,MF,25.0,3062.0,MID,1,1,1,1,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
3153,2019,Kiko Femenía,Watford,Premier League,DF,27.0,2049.0,DEF,1,1,5,0,-1,1,Balanced Defender,Balanced Defender,Progressive Fullback/Clinical
3154,2019,Ben Foster,Watford,Premier League,GK,35.0,3420.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
3155,2019,Andre Gray,Watford,Premier League,FW,27.0,1366.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
3156,2019,José Holebas,Watford,Premier League,DF,34.0,2393.0,DEF,0,2,2,1,-1,0,Crossing Fullback,Crossing Fullback,Crossing Fullback
3157,2019,Will Hughes,Watford,Premier League,MF,23.0,2418.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
3158,2019,Daryl Janmaat,Watford,Premier League,DF,29.0,1520.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
3159,2019,Christian Kabasele,Watford,Premier League,DF,27.0,1586.0,DEF,1,1,0,2,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
3160,2019,Adrian Mariappa,Watford,Premier League,DF,31.0,1927.0,DEF,1,0,0,2,-1,0,Balanced Defender,Defensive Defender/Pressing,Defensive Defender
3161,2019,Adam Masina,Watford,Premier League,DF,24.0,1004.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
3162,2019,Roberto Pereyra,Watford,Premier League,MF,27.0,2815.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
3163,2019,Isaac Success,Watford,Premier League,FW,22.0,1052.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
3164,2019,Ludwig Augustinsson,Werder Bremen,Bundesliga,DF,24.0,3026.0,DEF,0,1,2,1,-1,1,Crossing Fullback,Balanced Defender,Crossing Fullback
3165,2019,Philipp Bargfrede,Werder Bremen,Bundesliga,MF,29.0,1079.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3166,2019,Johannes Eggestein,Werder Bremen,Bundesliga,FW,20.0,1113.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
3167,2019,Maximilian Eggestein,Werder Bremen,Bundesliga,MF,21.0,3052.0,MID,1,1,1,1,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
3168,2019,Theodor Gebre Selassie,Werder Bremen,Bundesliga,DF,31.0,2814.0,DEF,0,2,4,1,-1,0,Crossing Fullback,Crossing Fullback,Progressive Fullback/Ball-Playing Defender
3169,2019,Davy Klaassen,Werder Bremen,Bundesliga,MF,25.0,2816.0,MID,1,1,1,0,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
3170,2019,Max Kruse,Werder Bremen,Bundesliga,FW,30.0,2832.0,FWD,0,0,1,0,-1,0,Crossing Winger,Crossing Winger,Crossing Winger
3171,2019,Sebastian Langkamp,Werder Bremen,Bundesliga,DF,30.0,1414.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
3172,2019,Niklas Moisander,Werder Bremen,Bundesliga,DF,32.0,2637.0,DEF,2,1,0,2,-1,2,Defensive Defender/Pressing,Balanced Defender,Defensive Defender
3173,2019,Yuya Osako,Werder Bremen,Bundesliga,FW,28.0,1346.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
3174,2019,Jiří Pavlenka,Werder Bremen,Bundesliga,GK,26.0,2977.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
3175,2019,Milot Rashica,Werder Bremen,Bundesliga,FW,22.0,1550.0,FWD,0,1,-1,0,-1,0,Crossing Winger,Balanced Forward,Unassigned/Noise
3176,2019,Nuri Şahin,Werder Bremen,Bundesliga,MF,29.0,1476.0,MID,1,1,1,2,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
3177,2019,Miloš Veljković,Werder Bremen,Bundesliga,DF,22.0,1877.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3178,2019,Felipe Anderson,West Ham,Premier League,MF,25.0,3043.0,MID,2,2,0,1,-1,2,Crossing/Playmaker,Pressing Midfielder/Defensive,Crossing
3179,2019,Michail Antonio,West Ham,Premier League,MF,28.0,2103.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
3180,2019,Marko Arnautović,West Ham,Premier League,FW,29.0,1990.0,FWD,2,1,8,1,-1,1,Clinical Finisher,Balanced Forward,Clinical Finisher/Defensive
3181,2019,Fabián Balbuena,West Ham,Premier League,DF,26.0,2013.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3182,2019,Aaron Cresswell,West Ham,Premier League,DF,28.0,1589.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
3183,2019,Issa Diop,West Ham,Premier League,DF,21.0,2970.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3184,2019,Łukasz Fabiański,West Ham,Premier League,GK,33.0,3420.0,GK,2,1,1,2,-1,2,Balanced Goalkeeper,Sweeper Keeper/Clinical,Balanced Goalkeeper
3185,2019,Ryan Fredericks,West Ham,Premier League,DF,25.0,1086.0,DEF,1,1,3,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
3186,2019,Javier Hernández,West Ham,Premier League,FW,30.0,1334.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
3187,2019,Arthur Masuaku,West Ham,Premier League,DF,24.0,1759.0,DEF,1,1,6,1,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Pressing
3188,2019,Mark Noble,West Ham,Premier League,MF,31.0,2291.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
3189,2019,Pedro Obiang,West Ham,Premier League,MF,26.0,1128.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3190,2019,Angelo Ogbonna,West Ham,Premier League,DF,30.0,1874.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3191,2019,Declan Rice,West Ham,Premier League,MF,19.0,3003.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
3192,2019,Robert Snodgrass,West Ham,Premier League,MF,30.0,2220.0,MID,2,0,1,0,-1,0,Crossing/Playmaker,Crossing/Attacking Midfielder,Balanced Midfielder
3193,2019,Pablo Zabaleta,West Ham,Premier League,DF,33.0,2092.0,DEF,2,0,6,1,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Crossing Fullback/Pressing
3194,2019,Maximilian Arnold,Wolfsburg,Bundesliga,MF,24.0,2872.0,MID,2,2,1,0,-1,2,Crossing/Playmaker,Pressing Midfielder/Defensive,Balanced Midfielder
3195,2019,Josip Brekalo,Wolfsburg,Bundesliga,FW,20.0,1415.0,FWD,1,1,3,0,-1,1,Balanced Forward,Balanced Forward,Crossing Winger
3196,2019,John Brooks,Wolfsburg,Bundesliga,DF,25.0,2610.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3197,2019,Koen Casteels,Wolfsburg,Bundesliga,GK,26.0,2295.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
3198,2019,Yannick Gerhardt,Wolfsburg,Bundesliga,MF,24.0,2455.0,MID,1,1,1,1,-1,1,Defensive/Pressing Midfielder,Balanced Midfielder,Balanced Midfielder
3199,2019,Daniel Ginczek,Wolfsburg,Bundesliga,FW,27.0,1276.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
3200,2019,Josuha Guilavogui,Wolfsburg,Bundesliga,MF,27.0,1570.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3201,2019,Robin Knoche,Wolfsburg,Bundesliga,DF,26.0,2790.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3202,2019,Admir Mehmedi,Wolfsburg,Bundesliga,FW,27.0,1692.0,FWD,0,1,-1,0,-1,0,Crossing Winger,Balanced Forward,Unassigned/Noise
3203,2019,Elvis Rexhbeçaj,Wolfsburg,Bundesliga,MF,20.0,1144.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3204,2019,Jérôme Roussillon,Wolfsburg,Bundesliga,DF,25.0,2461.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
3205,2019,Renato Steffen,Wolfsburg,Bundesliga,FW,26.0,1503.0,FWD,1,1,5,1,-1,1,Balanced Forward,Balanced Forward,Pressing Forward/Defensive
3206,2019,Wout Weghorst,Wolfsburg,Bundesliga,FW,25.0,2925.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
3207,2019,William,Wolfsburg,Bundesliga,DF,23.0,2675.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
3208,2019,Ryan Bennett,Wolves,Premier League,DF,28.0,3060.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3209,2019,Willy Boly,Wolves,Premier League,DF,27.0,3167.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3210,2019,Jonny Castro,Wolves,Premier League,DF,24.0,2771.0,DEF,0,0,6,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Crossing Fullback/Pressing
3211,2019,Conor Coady,Wolves,Premier League,DF,25.0,3420.0,DEF,2,0,1,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Balanced Defender
3212,2019,Hélder Costa,Wolves,Premier League,FW,24.0,1341.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
3213,2019,Leander Dendoncker,Wolves,Premier League,MF,23.0,1467.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3214,2019,Matt Doherty,Wolves,Premier League,DF,26.0,3144.0,DEF,0,0,-1,1,-1,0,Crossing Fullback,Defensive Defender/Pressing,Unassigned/Noise
3215,2019,Raúl Jiménez,Wolves,Premier League,FW,27.0,3111.0,FWD,0,2,-1,2,-1,2,Crossing Winger,Clinical Finisher,Unassigned/Noise
3216,2019,Diogo Jota,Wolves,Premier League,FW,21.0,2355.0,FWD,2,1,-1,2,-1,2,Clinical Finisher,Balanced Forward,Unassigned/Noise
3217,2019,João Moutinho,Wolves,Premier League,MF,31.0,3032.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
3218,2019,Rúben Neves,Wolves,Premier League,MF,21.0,3007.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
3219,2019,Rui Patrício,Wolves,Premier League,GK,30.0,3329.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
3220,2019,Romain Saïss,Wolves,Premier League,MF,28.0,1149.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3221,2019,Adama Traoré,Wolves,Premier League,FW,22.0,902.0,FWD,1,1,-1,0,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
3222,2020,Martin Agirregabiria,Alavés,La Liga,DF,23.0,2099.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
3223,2020,Oliver Burke,Alavés,La Liga,MF,22.0,1429.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3224,2020,Víctor Camarasa,Alavés,La Liga,MF,25.0,1293.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3225,2020,Rubén Duarte,Alavés,La Liga,DF,23.0,2663.0,DEF,0,1,6,1,-1,1,Crossing Fullback,Balanced Defender,Crossing Fullback/Pressing
3226,2020,Rodrigo Ely,Alavés,La Liga,DF,25.0,2121.0,DEF,2,0,0,0,-1,0,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3227,2020,Manu García,Alavés,La Liga,MF,33.0,1967.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
3228,2020,Joselu,Alavés,La Liga,FW,29.0,2782.0,FWD,2,2,8,2,-1,2,Clinical Finisher,Clinical Finisher,Clinical Finisher/Defensive
3229,2020,Víctor Laguardia,Alavés,La Liga,DF,29.0,2654.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3230,2020,Lisandro Magallán,Alavés,La Liga,DF,25.0,1197.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
3231,2020,Ximo Navarro,Alavés,La Liga,DF,29.0,1903.0,DEF,1,0,0,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Defensive Defender
3232,2020,Fernando Pacheco,Alavés,La Liga,GK,27.0,2358.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
3233,2020,Lucas Pérez,Alavés,La Liga,FW,30.0,2496.0,FWD,0,0,-1,0,-1,0,Crossing Winger,Crossing Winger,Unassigned/Noise
3234,2020,Tomás Pina Isla,Alavés,La Liga,MF,31.0,1344.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3235,2020,Pere Pons,Alavés,La Liga,MF,26.0,1088.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3236,2020,Luis Rioja,Alavés,La Liga,MF,25.0,1634.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3237,2020,Aleix Vidal,Alavés,La Liga,MF,29.0,2165.0,MID,2,1,1,2,-1,2,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
3238,2020,Wakaso,Alavés,La Liga,MF,29.0,1283.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3239,2020,Haitam Aleesami,Amiens,Ligue 1,DF,28.0,1916.0,DEF,1,1,-1,0,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
3240,2020,Alexis Blin,Amiens,Ligue 1,MF,22.0,1841.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3241,2020,Arturo Calabresi,Amiens,Ligue 1,DF,23.0,1878.0,DEF,1,0,5,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Progressive Fullback/Clinical
3242,2020,Aurélien Chedjou,Amiens,Ligue 1,DF,34.0,1971.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3243,2020,Fousseni Diabaté,Amiens,Ligue 1,FW,23.0,1190.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
3244,2020,Bakaye Dibassy,Amiens,Ligue 1,DF,29.0,1868.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
3245,2020,Juan Ferney Otero,Amiens,Ligue 1,FW,24.0,1202.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
3246,2020,Eddy Gnahoré,Amiens,Ligue 1,MF,25.0,1133.0,MID,0,0,1,2,-1,0,Balanced Midfielder,Crossing/Attacking Midfielder,Balanced Midfielder
3247,2020,Serhou Guirassy,Amiens,Ligue 1,FW,23.0,1921.0,FWD,2,1,8,2,-1,2,Clinical Finisher,Balanced Forward,Clinical Finisher/Defensive
3248,2020,Régis Gurtner,Amiens,Ligue 1,GK,32.0,2520.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
3249,2020,Gaël Kakuta,Amiens,Ligue 1,MF,28.0,2001.0,MID,2,1,1,1,-1,1,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
3250,2020,Stiven Mendoza,Amiens,Ligue 1,FW,27.0,1101.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
3251,2020,Thomas Monconduit,Amiens,Ligue 1,MF,28.0,1364.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3252,2020,Bongani Zungu,Amiens,Ligue 1,MF,26.0,992.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3253,2020,Rayan Aït-Nouri,Angers,Ligue 1,DF,18.0,1282.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
3254,2020,Rachid Alioui,Angers,Ligue 1,FW,27.0,1563.0,FWD,1,1,7,1,-1,1,Balanced Forward,Balanced Forward,Balanced Forward
3255,2020,Stéphane Bahoken,Angers,Ligue 1,FW,27.0,907.0,FWD,1,1,-1,1,-1,1,Balanced Forward,Balanced Forward,Unassigned/Noise
3256,2020,Ludovic Butelle,Angers,Ligue 1,GK,36.0,2340.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
3257,2020,Pierrick Capelle,Angers,Ligue 1,MF,32.0,1747.0,MID,0,1,1,1,-1,1,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3258,2020,Angelo Fulgini,Angers,Ligue 1,MF,22.0,1579.0,MID,2,1,1,2,-1,2,Crossing/Playmaker,Balanced Midfielder,Balanced Midfielder
3259,2020,Vincent Manceau,Angers,Ligue 1,DF,30.0,1980.0,DEF,1,0,7,0,-1,0,Balanced Defender,Defensive Defender/Pressing,Crossing Fullback/Progressive Fullback
3260,2020,Thomas Mangani,Angers,Ligue 1,MF,32.0,1871.0,MID,0,0,-1,0,-1,0,Balanced Midfielder,Crossing/Attacking Midfielder,Unassigned/Noise
3261,2020,Mathias Pereira Lage,Angers,Ligue 1,MF,22.0,1542.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3262,2020,Baptiste Santamaria,Angers,Ligue 1,MF,24.0,2505.0,MID,1,2,1,0,-1,0,Defensive/Pressing Midfielder,Pressing Midfielder/Defensive,Balanced Midfielder
3263,2020,Sada Thioub,Angers,Ligue 1,MF,24.0,1508.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3264,2020,Romain Thomas,Angers,Ligue 1,DF,31.0,2340.0,DEF,2,0,0,2,-1,2,Defensive Defender/Pressing,Defensive Defender/Pressing,Defensive Defender
3265,2020,Ismaël Traoré,Angers,Ligue 1,DF,32.0,2052.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
3266,2020,Pierre-Emerick Aubameyang,Arsenal,Premier League,FW,30.0,3136.0,FWD,2,2,-1,2,-1,2,Clinical Finisher,Clinical Finisher,Unassigned/Noise
3267,2020,Héctor Bellerín,Arsenal,Premier League,DF,24.0,1158.0,DEF,1,1,3,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
3268,2020,Dani Ceballos,Arsenal,Premier League,MF,22.0,1692.0,MID,0,1,1,0,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3269,2020,Calum Chambers,Arsenal,Premier League,DF,24.0,1102.0,DEF,1,1,-1,2,-1,1,Balanced Defender,Balanced Defender,Unassigned/Noise
3270,2020,Mattéo Guendouzi,Arsenal,Premier League,MF,20.0,1748.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
3271,2020,Sead Kolašinac,Arsenal,Premier League,DF,26.0,1701.0,DEF,1,1,1,0,-1,1,Balanced Defender,Balanced Defender,Balanced Defender
3272,2020,Alexandre Lacazette,Arsenal,Premier League,FW,28.0,1874.0,FWD,2,1,-1,2,-1,2,Clinical Finisher,Balanced Forward,Unassigned/Noise
3273,2020,Bernd Leno,Arsenal,Premier League,GK,27.0,2649.0,GK,2,0,1,2,-1,2,Balanced Goalkeeper,Balanced Goalkeeper,Balanced Goalkeeper
3274,2020,David Luiz,Arsenal,Premier League,DF,32.0,2809.0,DEF,2,2,0,2,-1,2,Defensive Defender/Pressing,Crossing Fullback,Defensive Defender
3275,2020,Ainsley Maitland-Niles,Arsenal,Premier League,DF,21.0,1386.0,DEF,1,1,7,0,-1,1,Balanced Defender,Balanced Defender,Crossing Fullback/Progressive Fullback
3276,2020,Shkodran Mustafi,Arsenal,Premier League,DF,27.0,1207.0,DEF,1,1,0,0,-1,1,Balanced Defender,Balanced Defender,Defensive Defender
3277,2020,Mesut Özil,Arsenal,Premier League,MF,30.0,1438.0,MID,0,1,1,2,-1,0,Balanced Midfielder,Balanced Midfielder,Balanced Midfielder
